date,date_posted,headline,text
2020-06-13,122 days ,panasonic ceo says tesla's elon musk a 'genius' who can be 'overly optimistic',"tesla's chief executive officer elon musk is ""a genius who defies common sense and can be overly optimistic,"" panasonic's  ceo said on tuesday, as the japanese firm cautiously moves to expand a battery partnership with the u.s. carmaker."
2020-06-13,122 days ,tesla shares surge 13% as strong deliveries drive profit optimism,"shares of tesla inc  surged 13% to a record high on monday, extending their rally to over 40% in five sessions after analysts raised their price targets on the electric car maker following its strong quarterly deliveries."
2020-06-13,122 days ,tesla shares surge 10% as strong deliveries drive profit optimism,"shares of tesla surged 10% to a record high on monday, extending their rally to nearly 40% in five sessions after analysts raised their price targets on the electric car maker following its strong quarterly deliveries."
2020-06-13,122 days ,tesla mocks shortsellers with sale of red satin shorts,"after surpassing toyota motor corp as the world's most valuable automaker and stunning with forecast-beating deliveries, tesla inc has taken time out to poke fun at the company's naysayers - with sales of red satin shorts."
2020-06-13,122 days ,lg chem to produce tesla batteries in south korea this year as demand grows: source,"south korea's lg chem ltd plans to start producing batteries for tesla inc vehicles at a domestic factory this year after the u.s. electric carmaker raised orders to cope with demand, a person familiar with the matter said on friday."
2020-06-13,122 days ,"breakingviews - viewsroom: wirecard, hong kong and tesla","the german fintech scandal shines a light on its hapless regulator; china’s new security law stinks up the fragrant harbor and elon musk hasn’t just surpassed toyota in market value, he’s becoming as rich as croesus. breakingviews columnists around the world weigh in."
2020-06-13,122 days ,tesla denies reports of firing employees who chose to stay at home,tesla inc  on thursday denied media reports and said it had not fired employees who chose to stay at home during the coronavirus pandemic over safety concerns at the carmaker's california factory.
2020-06-13,122 days ,"brief-tesla says recent reports that we have terminated employees due to their concerns over health practices are ""fundamentally untrue""","* tesla inc - recent reports that we have terminated employees due to their concerns over health practices are ""fundamentally untrue"""
2020-06-13,122 days ,tesla to make molecule printers for german covid-19 vaccine developer curevac,"tesla inc is building mobile molecule printers to help make the potential covid-19 vaccine being developed by curevac in germany, the electric-car maker's chief executive officer, elon musk, tweeted on wednesday."
2020-06-13,122 days ,update 2-tesla to make molecule printers for covid-19 vaccine developer curevac,"tesla inc is building mobile molecule printers to help make the potential covid-19 vaccine being developed by curevac in germany, the electric-car maker's ceo elon musk tweeted on wednesday."
2020-06-13,122 days ,"breakingviews - corona capital: tesla, opec","corona capital is a daily column updated throughout the day by breakingviews columnists around the world with short, sharp pandemic-related insights."
2020-06-13,122 days ,tesla's 'jaw-dropping' second-quarter deliveries send shares surging,"tesla inc  outpaced analyst estimates for second-quarter vehicle deliveries on thursday, defying a trend of plummeting sales in the wider auto industry as coronavirus-linked lockdown orders kept shoppers at home, and sending its shares up 8%."
2020-06-13,122 days ,tesla beats vehicle delivery estimates for second quarter,"tesla inc on thursday beat wall street estimates for second-quarter vehicle deliveries, as lockdowns imposed globally to combat the spread of the coronavirus begin to ease."
2020-06-13,122 days ,musk says tesla is building 'rna microfactories' for curevac,"tesla inc is building ""rna microfactories"" for coronavirus vaccine developer curevac in germany, the electric carmaker's chief executive officer, elon musk, tweeted on wednesday."
2020-06-13,122 days ,tesla becomes most valuable automaker in latest stock rally,tesla inc on wednesday became the highest-valued automaker as its shares surged to record highs and the electric carmaker's market capitalization overtook that of former front runner toyota motors corp.
2020-06-13,122 days ,media-tesla removes batteries from scaled-back berlin factory plans - bloomberg news,-- source link: 
2020-06-13,122 days ,tesla's musk calls on workers to help company break even in second quarter,tesla inc  chief elon musk in an internal email called on employees to work hard to allow the electric car maker to break even in the second quarter despite the coronavirus pandemic.
2020-06-13,122 days ,tesla's musk calls on workers to help company break even in second quarter,tesla inc chief elon musk in an internal email called on employees to work hard to allow the electric car maker to break even in the second quarter despite the coronavirus pandemic. (reporting by neha malara and tina bellon; editing by shounak dasgupta)
2020-06-13,122 days ,texas county may decide next week on tesla tax deal; residents debate factory,a central texas county may decide as early as next week whether to approve millions in tax subsidies to tesla inc if it builds a $1.1 billion vehicle factory in their community.
2020-06-13,122 days ,"factbox: apple, google, amazon take aim at trump visa ban","u.s. president donald trump has suspended the entry of some foreign workers in a bid to boost domestic hiring, sparking opposition from corporate america and tech sector executives including google's sundar pichai and tesla's elon musk."
2020-06-13,122 days ,column: tesla's reluctant commitment to cobalt a warning to others - andy home,the unpredictable elon musk strikes again.
2020-06-13,122 days ,"musk says tesla 'battery day', shareholder meet likely on sept. 15","tesla inc  chief executive elon musk has said sept.15 is the tentative date for the company's shareholder meeting as well as ""battery day"", at which the electric-car maker is expected to reveal significant advances in battery technology."
2020-06-13,122 days ,elon musk sells bel-air house to chinese billionaire for $29 million: wsj,"tesla inc  chief executive officer elon musk has sold one of his homes in the bel-air area of los angeles for $29 million, the wall street journal reported on friday, citing public records."
2020-06-13,122 days ,tesla wants to start building a new u.s. vehicle plant this summer,"electric vehicle maker tesla inc  wants to start building a large vehicle assembly plant in the southwestern united states as early as the third quarter of this year, the company told texas officials in documents made public this week."
